"experiment","folder","file","distribution_code","distribution","rmse_best","l1_best","linf_best","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","l1_i","l1_ii","l1_iii","l1_iv","l1_v","linf_i","linf_ii","linf_iii","linf_iv","linf_v","rmse_friedman_chisq","rmse_friedman_df","rmse_friedman_p","rmse_kendall_w","rmse_anova_f","rmse_anova_p","l1_friedman_chisq","l1_friedman_df","l1_friedman_p","l1_kendall_w","l1_anova_f","l1_anova_p","linf_friedman_chisq","linf_friedman_df","linf_friedman_p","linf_kendall_w","linf_anova_f","linf_anova_p"
245,"ex245","faces_ex245.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0765,0.0876,0.073,0.076,0.0738,0.206,0.236,0.197,0.204,0.199,0.1031,0.1179,0.0983,0.1022,0.0993,44.393,4,"=5.317e-09",0.034,19.978,"5.508e-16",52.822,4,"=9.286e-11",0.04,19.401,"1.592e-15",52.822,4,"=9.286e-11",0.04,19.401,"1.592e-15"
246,"ex246","faces_ex246.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0571,0.0675,0.0514,0.053,0.0523,0.154,0.18,0.139,0.143,0.142,0.0768,0.0902,0.0694,0.0717,0.0708,70.383,4,"=1.884e-14",0.053,31.883,"<",75.069,4,"=1.927e-15",0.057,28.653,"<",75.069,4,"=1.927e-15",0.057,28.653,"<"
247,"ex247","faces_ex247.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.111,0.12,0.104,0.111,0.109,0.299,0.323,0.281,0.3,0.294,0.149,0.161,0.141,0.15,0.147,69.195,4,"=3.357e-14",0.052,12.371,"7.025e-10",75.181,4,"=1.824e-15",0.057,11.634,"2.753e-09",75.181,4,"=1.824e-15",0.057,11.634,"2.753e-09"
248,"ex248","faces_ex248.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0806,0.0877,0.0726,0.075,0.0751,0.218,0.237,0.196,0.203,0.203,0.1088,0.1185,0.0979,0.1014,0.1014,59.607,4,"=3.508e-12",0.045,19.97,"5.588e-16",62.633,4,"=8.108e-13",0.047,19.767,"8.126e-16",62.633,4,"=8.108e-13",0.047,19.767,"8.126e-16"
249,"ex249","faces_ex249.lst",2,"Lognormal","(iii)","(iii)","(v)",0.0569,0.0655,0.0517,0.0527,0.0517,0.153,0.175,0.139,0.141,0.139,0.0767,0.0874,0.0695,0.0706,0.0693,59.234,4,"=4.202e-12",0.045,17.141,"1.029e-13",58.824,4,"=5.123e-12",0.045,16.372,"4.262e-13",58.824,4,"=5.123e-12",0.045,16.372,"4.262e-13"
250,"ex250","faces_ex250.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.117,0.133,0.11,0.117,0.115,0.316,0.356,0.295,0.314,0.31,0.158,0.178,0.148,0.157,0.155,102.19,4,"<2.2e-16",0.077,18.866,"4.267e-15",109.29,4,"<2.2e-16",0.083,18.015,"2.049e-14",109.29,4,"<2.2e-16",0.083,18.015,"2.049e-14"
251,"ex251","faces_ex251.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0819,0.0935,0.0746,0.0782,0.0757,0.222,0.252,0.201,0.211,0.204,0.111,0.126,0.1,0.106,0.102,79.086,4,"=2.72e-16",0.06,19.913,"6.211e-16",79.304,4,"=2.446e-16",0.06,19.948,"5.827e-16",79.304,4,"=2.446e-16",0.06,19.948,"5.827e-16"
252,"ex252","faces_ex252.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0609,0.0694,0.0548,0.0568,0.0551,0.164,0.187,0.148,0.153,0.148,0.082,0.0935,0.0738,0.0766,0.0739,33.29,4,"=1.042e-06",0.025,15.886,"1.047e-12",32.424,4,"=1.567e-06",0.025,16.119,"6.805e-13",32.424,4,"=1.567e-06",0.025,16.119,"6.805e-13"
253,"ex253","faces_ex253.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0991,0.1057,0.0948,0.0985,0.097,0.268,0.286,0.256,0.266,0.262,0.134,0.143,0.128,0.133,0.131,61.103,4,"=1.701e-12",0.046,7.9577,"2.448e-06",76.079,4,"=1.178e-15",0.058,7.7732,"3.436e-06",76.464,4,"=9.764e-16",0.058,7.7732,"3.436e-06"
254,"ex254","faces_ex254.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0716,0.0802,0.0647,0.0657,0.0653,0.193,0.215,0.174,0.177,0.176,0.0965,0.1075,0.087,0.0884,0.0879,26.417,4,"=2.607e-05",0.02,14.788,"7.987e-12",23.258,4,"=0.0001124",0.018,14.565,"1.206e-11",23.258,4,"=0.0001124",0.018,14.565,"1.206e-11"
255,"ex255","faces_ex255.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0501,0.0546,0.0434,0.0437,0.0437,0.135,0.146,0.117,0.118,0.118,0.0677,0.0732,0.0586,0.059,0.0589,44.383,4,"=5.342e-09",0.034,12.208,"9.514e-10",36.928,4,"=1.863e-07",0.028,11.085,"7.616e-09",36.928,4,"=1.863e-07",0.028,11.085,"7.616e-09"
256,"ex256","faces_ex256.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0939,0.1023,0.0918,0.0949,0.0939,0.253,0.277,0.247,0.256,0.253,0.127,0.138,0.124,0.128,0.127,46.375,4,"=2.058e-09",0.035,10.689,"1.583e-08",57.791,4,"=8.44e-12",0.044,11.074,"7.768e-09",57.791,4,"=8.44e-12",0.044,11.074,"7.768e-09"
257,"ex257","faces_ex257.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0751,0.0843,0.0706,0.0718,0.0722,0.203,0.226,0.189,0.193,0.194,0.1013,0.1128,0.0947,0.0967,0.0971,70.478,4,"=1.8e-14",0.053,16.022,"8.148e-13",61.605,4,"=1.334e-12",0.047,15.089,"4.572e-12",61.605,4,"=1.334e-12",0.047,15.089,"4.572e-12"
258,"ex258","faces_ex258.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0492,0.0584,0.046,0.0467,0.0462,0.133,0.157,0.124,0.126,0.124,0.0664,0.0784,0.0619,0.0629,0.0622,61.67,4,"=1.292e-12",0.047,16.381,"4.196e-13",57.316,4,"=1.062e-11",0.043,16.482,"3.482e-13",57.316,4,"=1.062e-11",0.043,16.482,"3.482e-13"
259,"ex259","faces_ex259.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.108,0.113,0.101,0.106,0.105,0.293,0.304,0.274,0.286,0.283,0.146,0.152,0.137,0.143,0.142,95.006,4,"<2.2e-16",0.072,9.8162,"7.96e-08",101.92,4,"<2.2e-16",0.077,9.4583,"1.542e-07",101.92,4,"<2.2e-16",0.077,9.4583,"1.542e-07"
260,"ex260","faces_ex260.lst",2,"Lognormal","(v)","(iii)","(v)",0.0691,0.0787,0.0659,0.0673,0.0658,0.186,0.211,0.178,0.182,0.178,0.0931,0.1055,0.0891,0.091,0.0889,54.233,4,"=4.704e-11",0.041,14.862,"6.969e-12",42.252,4,"=1.479e-08",0.032,13.062,"1.954e-10",42.252,4,"=1.479e-08",0.032,13.062,"1.954e-10"
261,"ex261","faces_ex261.lst",2,"Lognormal","(v)","(v)","(v)",0.0512,0.0611,0.048,0.0489,0.0478,0.137,0.164,0.129,0.131,0.128,0.0686,0.0819,0.0645,0.0657,0.0642,58.194,4,"=6.948e-12",0.044,16.109,"6.931e-13",61.835,4,"=1.193e-12",0.047,16.534,"3.163e-13",61.835,4,"=1.193e-12",0.047,16.534,"3.163e-13"
262,"ex262","faces_ex262.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0899,0.0978,0.0882,0.0903,0.0896,0.243,0.264,0.239,0.244,0.243,0.122,0.132,0.119,0.122,0.121,59.779,4,"=3.228e-12",0.045,10.894,"1.083e-08",66.124,4,"=1.492e-13",0.05,10.302,"3.241e-08",66.124,4,"=1.492e-13",0.05,10.302,"3.241e-08"
263,"ex263","faces_ex263.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0662,0.0659,0.0572,0.058,0.0574,0.18,0.177,0.154,0.156,0.154,0.0898,0.0886,0.077,0.0782,0.0772,46.795,4,"=1.682e-09",0.035,11.709,"2.399e-09",51.028,4,"=2.202e-10",0.039,11.615,"2.851e-09",51.028,4,"=2.202e-10",0.039,11.615,"2.851e-09"
264,"ex264","faces_ex264.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0504,0.0552,0.0438,0.0441,0.044,0.136,0.148,0.118,0.119,0.118,0.0679,0.0742,0.0589,0.0593,0.0592,33.995,4,"=7.469e-07",0.026,8.1786,"1.631e-06",32.562,4,"=1.468e-06",0.025,8.2594,"1.406e-06",32.562,4,"=1.468e-06",0.025,8.2594,"1.406e-06"
265,"ex265","faces_ex265.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0932,0.0943,0.0841,0.0865,0.0852,0.253,0.256,0.228,0.235,0.232,0.126,0.128,0.114,0.118,0.116,80.586,4,"<2.2e-16",0.061,6.8659,"1.81e-05",93.6,4,"<2.2e-16",0.071,6.9543,"1.54e-05",93.6,4,"<2.2e-16",0.071,6.9543,"1.54e-05"
266,"ex266","faces_ex266.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0664,0.0697,0.0591,0.0597,0.0592,0.179,0.187,0.159,0.161,0.159,0.0895,0.0935,0.0795,0.0804,0.0797,35.345,4,"=3.945e-07",0.027,11.323,"4.901e-09",42.417,4,"=1.367e-08",0.032,11.217,"5.959e-09",42.417,4,"=1.367e-08",0.032,11.217,"5.959e-09"
267,"ex267","faces_ex267.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0486,0.0539,0.0404,0.0406,0.0417,0.131,0.146,0.109,0.109,0.112,0.0657,0.0729,0.0544,0.0547,0.0561,49.954,4,"=3.692e-10",0.038,7.838,"3.05e-06",45.922,4,"=2.556e-09",0.035,8.0323,"2.135e-06",45.922,4,"=2.556e-09",0.035,8.0323,"2.135e-06"
268,"ex268","faces_ex268.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0885,0.0945,0.0871,0.0887,0.0882,0.239,0.255,0.235,0.239,0.238,0.12,0.128,0.118,0.12,0.119,47.045,4,"=1.492e-09",0.036,5.4824,"0.0002232",49.177,4,"=5.364e-10",0.037,5.5586,"0.0001945",49.177,4,"=5.364e-10",0.037,5.5586,"0.0001945"
269,"ex269","faces_ex269.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0626,0.0686,0.0594,0.0599,0.0599,0.169,0.185,0.16,0.162,0.161,0.0846,0.0924,0.08,0.0809,0.0806,40.941,4,"=2.765e-08",0.031,13.35,"1.147e-10",50.863,4,"=2.384e-10",0.039,12.657,"4.14e-10",50.863,4,"=2.384e-10",0.039,12.657,"4.14e-10"
270,"ex270","faces_ex270.lst",2,"Lognormal","(v)","(v)","(v)",0.0499,0.0521,0.0439,0.0441,0.0435,0.135,0.14,0.118,0.119,0.117,0.0675,0.07,0.0591,0.0594,0.0586,63.382,4,"=5.639e-13",0.048,7.4406,"6.324e-06",54.635,4,"=3.874e-11",0.041,7.1001,"1.18e-05",54.635,4,"=3.874e-11",0.041,7.1001,"1.18e-05"
271,"ex271","faces_ex271.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.138,0.149,0.131,0.138,0.135,0.372,0.402,0.354,0.373,0.365,0.186,0.201,0.177,0.186,0.182,53.083,4,"=8.189e-11",0.04,10.062,"5.054e-08",61.189,4,"=1.631e-12",0.046,10.491,"2.287e-08",61.189,4,"=1.631e-12",0.046,10.491,"2.287e-08"
272,"ex272","faces_ex272.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0908,0.1109,0.0894,0.0924,0.0897,0.245,0.298,0.24,0.249,0.241,0.122,0.149,0.12,0.124,0.121,51.067,4,"=2.162e-10",0.039,29.823,"<",55.047,4,"=3.176e-11",0.042,28.857,"<",55.047,4,"=3.176e-11",0.042,28.857,"<"
273,"ex273","faces_ex273.lst",2,"Lognormal","(i)","(i)","(i)",0.0641,0.0837,0.0667,0.0688,0.0657,0.172,0.224,0.179,0.185,0.177,0.0862,0.1122,0.0895,0.0925,0.0883,63.377,4,"=5.653e-13",0.048,33.083,"<",71.37,4,"=1.166e-14",0.054,33.027,"<",71.37,4,"=1.166e-14",0.054,33.027,"<"
274,"ex274","faces_ex274.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.136,0.152,0.132,0.136,0.136,0.366,0.41,0.356,0.369,0.367,0.183,0.205,0.178,0.184,0.184,53.842,4,"=5.678e-11",0.041,14.599,"1.134e-11",56.848,4,"=1.331e-11",0.043,14.78,"8.117e-12",56.848,4,"=1.331e-11",0.043,14.78,"8.117e-12"
275,"ex275","faces_ex275.lst",2,"Lognormal","(v)","(iii)","(iii)",0.0939,0.1085,0.0919,0.0946,0.0918,0.252,0.292,0.246,0.254,0.246,0.126,0.146,0.123,0.127,0.123,25.92,4,"=3.284e-05",0.02,17.227,"8.777e-14",34.293,4,"=6.488e-07",0.026,17.674,"3.848e-14",34.293,4,"=6.488e-07",0.026,17.674,"3.848e-14"
276,"ex276","faces_ex276.lst",2,"Lognormal","(v)","(iii)","(iii)",0.0642,0.0818,0.064,0.0657,0.0638,0.173,0.22,0.172,0.177,0.172,0.0865,0.1099,0.086,0.0884,0.0861,90.759,4,"<2.2e-16",0.069,34.406,"<",80.211,4,"<2.2e-16",0.061,33.218,"<",80.211,4,"<2.2e-16",0.061,33.218,"<"
277,"ex277","faces_ex277.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.137,0.154,0.134,0.139,0.134,0.369,0.413,0.359,0.373,0.362,0.185,0.207,0.18,0.187,0.181,65.016,4,"=2.553e-13",0.049,14.664,"1.006e-11",68.308,4,"=5.165e-14",0.052,14.811,"7.656e-12",68.308,4,"=5.165e-14",0.052,14.811,"7.656e-12"
278,"ex278","faces_ex278.lst",2,"Lognormal","(v)","(v)","(v)",0.0958,0.1112,0.0931,0.0948,0.0922,0.258,0.297,0.252,0.256,0.249,0.129,0.149,0.126,0.128,0.124,56.019,4,"=1.986e-11",0.042,21.583,"<",55.493,4,"=2.561e-11",0.042,19.152,"2.52e-15",55.493,4,"=2.561e-11",0.042,19.152,"2.52e-15"
279,"ex279","faces_ex279.lst",2,"Lognormal","(i)","(i)","(i)",0.0655,0.0821,0.0678,0.0691,0.0663,0.176,0.222,0.183,0.187,0.179,0.0881,0.1111,0.0916,0.0936,0.0894,44.47,4,"=5.123e-09",0.034,23.713,"<",48.943,4,"=6.001e-10",0.037,23.758,"<",48.943,4,"=6.001e-10",0.037,23.758,"<"
280,"ex280","faces_ex280.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.117,0.128,0.112,0.117,0.115,0.316,0.344,0.302,0.315,0.311,0.158,0.172,0.151,0.157,0.155,104.54,4,"<2.2e-16",0.079,20.535,"<",119.82,4,"<2.2e-16",0.091,19.671,"9.693e-16",119.82,4,"<2.2e-16",0.091,19.671,"9.693e-16"
281,"ex281","faces_ex281.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0772,0.0957,0.0762,0.0775,0.0764,0.207,0.258,0.205,0.209,0.206,0.104,0.129,0.102,0.104,0.103,59.159,4,"=4.358e-12",0.045,38.849,"<",71.644,4,"=1.021e-14",0.054,39.76,"<",71.644,4,"=1.021e-14",0.054,39.76,"<"
282,"ex282","faces_ex282.lst",2,"Lognormal","(v)","(v)","(v)",0.0582,0.0783,0.06,0.0601,0.0578,0.157,0.21,0.161,0.161,0.155,0.0784,0.1049,0.0805,0.0807,0.0776,70.688,4,"=1.624e-14",0.054,25.282,"<",70.684,4,"=1.628e-14",0.054,24.582,"<",70.684,4,"=1.628e-14",0.054,24.582,"<"
283,"ex283","faces_ex283.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.117,0.124,0.113,0.117,0.116,0.317,0.336,0.303,0.316,0.312,0.158,0.168,0.152,0.158,0.156,56.358,4,"=1.687e-11",0.043,5.5483,"0.0001982",66.357,4,"=1.332e-13",0.05,5.4703,"0.0002281",66.357,4,"=1.332e-13",0.05,5.4703,"0.0002281"
284,"ex284","faces_ex284.lst",2,"Lognormal","(i)","(i)","(i)",0.0841,0.1017,0.088,0.0897,0.0871,0.226,0.274,0.237,0.241,0.234,0.113,0.137,0.118,0.121,0.117,57.064,4,"=1.199e-11",0.043,23.869,"<",57.236,4,"=1.104e-11",0.043,25.066,"<",57.236,4,"=1.104e-11",0.043,25.066,"<"
285,"ex285","faces_ex285.lst",2,"Lognormal","(i)","(i)","(i)",0.0567,0.0736,0.0606,0.0619,0.0586,0.154,0.198,0.163,0.166,0.158,0.0768,0.0989,0.0813,0.0832,0.0788,79.188,4,"=2.588e-16",0.06,20.506,"<",83.435,4,"<2.2e-16",0.063,19.173,"2.427e-15",83.435,4,"<2.2e-16",0.063,19.173,"2.427e-15"
286,"ex286","faces_ex286.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.125,0.13,0.116,0.12,0.12,0.338,0.353,0.315,0.324,0.324,0.169,0.176,0.157,0.162,0.162,48.082,4,"=9.074e-10",0.036,8.5135,"8.805e-07",52.769,4,"=9.527e-11",0.04,8.4347,"1.018e-06",52.769,4,"=9.527e-11",0.04,8.4347,"1.018e-06"
287,"ex287","faces_ex287.lst",2,"Lognormal","(i)","(i)","(i)",0.0844,0.1004,0.0861,0.088,0.0853,0.228,0.27,0.232,0.237,0.23,0.114,0.135,0.116,0.118,0.115,47.142,4,"=1.425e-09",0.036,16.458,"3.637e-13",44.8,4,"=4.375e-09",0.034,16.067,"7.492e-13",44.8,4,"=4.375e-09",0.034,16.067,"7.492e-13"
288,"ex288","faces_ex288.lst",2,"Lognormal","(i)","(i)","(i)",0.0598,0.077,0.0623,0.0626,0.0609,0.161,0.207,0.168,0.169,0.164,0.0807,0.1036,0.0842,0.0845,0.082,57.069,4,"=1.197e-11",0.043,23.212,"<",59.246,4,"=4.178e-12",0.045,22.899,"<",59.246,4,"=4.178e-12",0.045,22.899,"<"
289,"ex289","faces_ex289.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.113,0.128,0.108,0.11,0.109,0.304,0.344,0.291,0.297,0.294,0.152,0.172,0.146,0.148,0.147,69.699,4,"=2.627e-14",0.053,18.637,"6.507e-15",66.184,4,"=1.449e-13",0.05,18.891,"4.077e-15",66.184,4,"=1.449e-13",0.05,18.891,"4.077e-15"
290,"ex290","faces_ex290.lst",2,"Lognormal","(i)","(i)","(i)",0.0781,0.0903,0.0785,0.0792,0.0785,0.21,0.243,0.211,0.213,0.211,0.105,0.121,0.105,0.106,0.106,44.31,4,"=5.531e-09",0.034,15.091,"4.558e-12",41.554,4,"=2.064e-08",0.031,15.031,"5.099e-12",41.554,4,"=2.064e-08",0.031,15.031,"5.099e-12"
291,"ex291","faces_ex291.lst",2,"Lognormal","(i)","(i)","(i)",0.0561,0.0741,0.0612,0.0613,0.06,0.151,0.2,0.165,0.165,0.162,0.0757,0.0998,0.0825,0.0827,0.0811,71.401,4,"=1.148e-14",0.054,28.066,"<",73.205,4,"=4.775e-15",0.055,28.18,"<",73.205,4,"=4.775e-15",0.055,28.18,"<"
292,"ex292","faces_ex292.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.113,0.12,0.111,0.113,0.113,0.305,0.325,0.299,0.304,0.304,0.152,0.162,0.149,0.152,0.152,67.547,4,"=7.476e-14",0.051,10.333,"3.063e-08",87.423,4,"<2.2e-16",0.066,10.105,"4.67e-08",87.423,4,"<2.2e-16",0.066,10.105,"4.67e-08"
293,"ex293","faces_ex293.lst",2,"Lognormal","(i)","(i)","(i)",0.0781,0.0918,0.0801,0.0799,0.0801,0.21,0.247,0.215,0.214,0.215,0.105,0.123,0.107,0.107,0.107,35.365,4,"=3.909e-07",0.027,14.492,"1.381e-11",33.469,4,"=9.574e-07",0.025,14.264,"2.107e-11",33.469,4,"=9.574e-07",0.025,14.264,"2.107e-11"
294,"ex294","faces_ex294.lst",2,"Lognormal","(i)","(i)","(i)",0.0519,0.0661,0.0546,0.0549,0.054,0.14,0.178,0.147,0.147,0.146,0.0702,0.0891,0.0733,0.0737,0.0728,71.273,4,"=1.222e-14",0.054,15.266,"3.3e-12",59.207,4,"=4.257e-12",0.045,14.938,"6.051e-12",59.207,4,"=4.257e-12",0.045,14.938,"6.051e-12"
295,"ex295","faces_ex295.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.112,0.123,0.11,0.112,0.112,0.303,0.333,0.298,0.303,0.303,0.151,0.166,0.149,0.151,0.152,37.093,4,"=1.723e-07",0.028,13.535,"8.14e-11",56.636,4,"=1.475e-11",0.043,14.052,"3.125e-11",56.636,4,"=1.475e-11",0.043,14.052,"3.125e-11"
296,"ex296","faces_ex296.lst",2,"Lognormal","(i)","(i)","(i)",0.0806,0.0981,0.0838,0.0843,0.0821,0.217,0.264,0.226,0.227,0.222,0.109,0.132,0.113,0.114,0.111,83.935,4,"<2.2e-16",0.064,18.644,"6.429e-15",83.435,4,"<2.2e-16",0.063,18.526,"7.985e-15",83.435,4,"<2.2e-16",0.063,18.526,"7.985e-15"
297,"ex297","faces_ex297.lst",2,"Lognormal","(i)","(i)","(i)",0.0559,0.0665,0.0575,0.0579,0.0562,0.151,0.179,0.155,0.156,0.152,0.0755,0.0897,0.0776,0.078,0.076,60.65,4,"=2.118e-12",0.046,10.302,"3.241e-08",55.537,4,"=2.507e-11",0.042,10.005,"5.619e-08",55.537,4,"=2.507e-11",0.042,10.005,"5.619e-08"
298,"ex298","faces_ex298.lst",2,"Lognormal","(i)","(i)","(i)",0.17,0.187,0.172,0.179,0.172,0.456,0.502,0.464,0.483,0.463,0.228,0.251,0.232,0.241,0.231,64.686,4,"=2.996e-13",0.049,8.2674,"1.385e-06",83.84,4,"<2.2e-16",0.064,8.3151,"1.269e-06",83.84,4,"<2.2e-16",0.064,8.3151,"1.269e-06"
299,"ex299","faces_ex299.lst",2,"Lognormal","(i)","(i)","(i)",0.118,0.148,0.128,0.129,0.121,0.317,0.399,0.344,0.349,0.324,0.158,0.2,0.172,0.174,0.162,68.044,4,"=5.873e-14",0.052,22.176,"<",80.807,4,"<2.2e-16",0.061,23.724,"<",80.807,4,"<2.2e-16",0.061,23.724,"<"
300,"ex300","faces_ex300.lst",2,"Lognormal","(i)","(i)","(i)",0.0893,0.1122,0.0977,0.0986,0.0921,0.24,0.302,0.263,0.265,0.247,0.12,0.151,0.131,0.132,0.124,51.983,4,"=1.391e-10",0.039,18.489,"8.56e-15",54.502,4,"=4.132e-11",0.041,18.107,"1.731e-14",54.502,4,"=4.132e-11",0.041,18.107,"1.731e-14"
301,"ex301","faces_ex301.lst",2,"Lognormal","(i)","(iii)","(iii)",0.169,0.186,0.169,0.176,0.17,0.455,0.499,0.453,0.473,0.457,0.228,0.25,0.226,0.236,0.229,70.035,4,"=2.231e-14",0.053,8.2216,"1.507e-06",91.616,4,"<2.2e-16",0.069,8.4634,"9.656e-07",91.822,4,"<2.2e-16",0.07,8.4634,"9.656e-07"
302,"ex302","faces_ex302.lst",2,"Lognormal","(i)","(i)","(i)",0.116,0.146,0.131,0.132,0.125,0.314,0.395,0.354,0.356,0.338,0.157,0.198,0.177,0.178,0.169,57.925,4,"=7.913e-12",0.044,20.567,"<",58.053,4,"=7.437e-12",0.044,20.309,"2.999e-16",58.053,4,"=7.437e-12",0.044,20.309,"2.999e-16"
303,"ex303","faces_ex303.lst",2,"Lognormal","(i)","(i)","(i)",0.0919,0.1151,0.1057,0.1063,0.0994,0.248,0.308,0.284,0.287,0.268,0.124,0.154,0.142,0.143,0.134,62.121,4,"=1.039e-12",0.047,19.477,"1.385e-15",52.703,4,"=9.832e-11",0.04,18.163,"1.56e-14",52.703,4,"=9.832e-11",0.04,18.163,"1.56e-14"
304,"ex304","faces_ex304.lst",2,"Lognormal","(i)","(i)","(i)",0.173,0.192,0.176,0.179,0.173,0.465,0.517,0.473,0.482,0.466,0.232,0.258,0.237,0.241,0.233,47.755,4,"=1.062e-09",0.036,9.0065,"3.549e-07",53.765,4,"=5.893e-11",0.041,9.0735,"3.137e-07",53.765,4,"=5.893e-11",0.041,9.0735,"3.137e-07"
305,"ex305","faces_ex305.lst",2,"Lognormal","(i)","(i)","(i)",0.129,0.155,0.139,0.138,0.131,0.348,0.416,0.372,0.371,0.352,0.174,0.208,0.186,0.186,0.176,39.959,4,"=4.414e-08",0.03,17.208,"9.091e-14",36.89,4,"=1.898e-07",0.028,16.228,"5.563e-13",36.89,4,"=1.898e-07",0.028,16.228,"5.563e-13"
306,"ex306","faces_ex306.lst",2,"Lognormal","(i)","(i)","(i)",0.0861,0.1069,0.1004,0.0993,0.091,0.232,0.287,0.27,0.268,0.246,0.116,0.144,0.135,0.134,0.123,53.828,4,"=5.718e-11",0.041,17.821,"2.932e-14",52.381,4,"=1.148e-10",0.04,17.377,"6.653e-14",52.381,4,"=1.148e-10",0.04,17.377,"6.653e-14"
307,"ex307","faces_ex307.lst",2,"Lognormal","(i)","(i)","(i)",0.163,0.18,0.167,0.169,0.165,0.44,0.485,0.449,0.456,0.443,0.22,0.242,0.224,0.228,0.221,51.095,4,"=2.132e-10",0.039,7.1534,"1.07e-05",70.76,4,"=1.569e-14",0.054,7.1973,"9.874e-06",70.76,4,"=1.569e-14",0.054,7.1973,"9.874e-06"
308,"ex308","faces_ex308.lst",2,"Lognormal","(i)","(i)","(i)",0.113,0.142,0.127,0.128,0.12,0.304,0.384,0.343,0.343,0.322,0.152,0.192,0.171,0.172,0.161,90.904,4,"<2.2e-16",0.069,21.631,"<",73.998,4,"=3.246e-15",0.056,21.668,"<",73.998,4,"=3.246e-15",0.056,21.668,"<"
309,"ex309","faces_ex309.lst",2,"Lognormal","(i)","(i)","(i)",0.0861,0.1037,0.0955,0.0959,0.0892,0.232,0.279,0.255,0.256,0.239,0.116,0.14,0.127,0.128,0.12,56.987,4,"=1.245e-11",0.043,15.01,"5.299e-12",50.691,4,"=2.59e-10",0.038,14.645,"1.04e-11",50.691,4,"=2.59e-10",0.038,14.645,"1.04e-11"
310,"ex310","faces_ex310.lst",2,"Lognormal","(i)","(i)","(i)",0.16,0.187,0.172,0.175,0.169,0.431,0.503,0.463,0.473,0.456,0.216,0.251,0.232,0.236,0.228,49.804,4,"=3.968e-10",0.038,17.256,"8.323e-14",58.269,4,"=6.7e-12",0.044,16.49,"3.427e-13",58.269,4,"=6.7e-12",0.044,16.49,"3.427e-13"
311,"ex311","faces_ex311.lst",2,"Lognormal","(i)","(i)","(i)",0.116,0.143,0.131,0.131,0.123,0.312,0.385,0.353,0.351,0.33,0.156,0.193,0.176,0.176,0.165,70.887,4,"=1.475e-14",0.054,18.244,"1.344e-14",63.144,4,"=6.328e-13",0.048,18.849,"4.405e-15",63.144,4,"=6.328e-13",0.048,18.849,"4.405e-15"
312,"ex312","faces_ex312.lst",2,"Lognormal","(i)","(i)","(i)",0.08,0.1067,0.0961,0.0965,0.0865,0.215,0.288,0.259,0.259,0.233,0.107,0.144,0.129,0.13,0.116,111.24,4,"<2.2e-16",0.084,28.689,"<",97.939,4,"<2.2e-16",0.074,29.645,"<",97.939,4,"<2.2e-16",0.074,29.645,"<"
313,"ex313","faces_ex313.lst",2,"Lognormal","(i)","(i)","(i)",0.165,0.186,0.17,0.174,0.168,0.445,0.501,0.458,0.467,0.453,0.223,0.251,0.229,0.234,0.226,86.438,4,"<2.2e-16",0.065,12.338,"7.477e-10",90.488,4,"<2.2e-16",0.069,12.175,"1.012e-09",90.488,4,"<2.2e-16",0.069,12.175,"1.012e-09"
314,"ex314","faces_ex314.lst",2,"Lognormal","(i)","(i)","(i)",0.12,0.149,0.136,0.136,0.128,0.324,0.4,0.367,0.367,0.344,0.162,0.2,0.183,0.183,0.172,49.413,4,"=4.787e-10",0.037,19.811,"7.495e-16",52.48,4,"=1.095e-10",0.04,20.003,"5.259e-16",52.48,4,"=1.095e-10",0.04,20.003,"5.259e-16"
